1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
381	-0.676887	245.568002	0.004717	19.3
382	-0.932523	245.262822	0.016392	20.9
383	-0.600922	244.958652	0.004716	20.3
384	-0.802408	244.655485	0.004200	20.8
385	-0.290446	244.353317	0.002343	19.6
386	-0.276459	244.052142	0.004449	26.8
387	-0.614132	243.751955	0.004990	27.7
388	-0.863905	243.452750	0.005298	22.1
389	-0.907829	243.154523	0.010325	28.1
390	-0.744893	242.857268	0.003441	20.7
391	-0.673134	242.560980	0.006898	21.6
392	-0.750448	242.265654	0.003731	19.9
393	-0.684323	241.971285	0.002977	25.3
394	-0.116866	241.677868	0.002389	25.6
395	-0.314222	241.385397	0.003115	24.3
396	-0.799716	241.093869	0.011040	21.1
397	-1.114167	240.803278	0.011742	22.6
398	-0.822400	240.513619	0.005253	23.6
399	-0.344819	240.224887	0.005277	19.7
400	-0.380950	239.937077	0.005281	26.6
401	-0.820619	239.650186	0.004607	19.9
402	-0.425160	239.364207	0.004270	17.4
403	-1.092185	239.079136	0.009958	19.2
404	-0.536281	238.794969	0.012964	19.0
405	-0.098106	238.511701	0.004601	17.1
406	-1.089777	238.229327	0.010655	26.3
407	-0.362555	237.947843	0.005232	18.3
408	-0.752072	237.667244	0.011537	19.7
409	-0.814209	237.387526	0.004909	22.1
410	-0.100323	237.108684	0.005587	17.6
411	-1.039734	236.830714	0.009012	18.9
412	-1.199902	236.553610	0.019513	27.8
413	-0.711200	236.277370	0.004582	17.4
414	-0.503969	236.001989	0.013476	18.5
415	-1.081853	235.727461	0.008066	18.6
416	-0.418145	235.453784	0.004165	17.4
417	-0.816247	235.180952	0.006678	17.2
418	-0.153842	234.908962	0.002822	25.3
419	-0.819645	234.637809	0.005693	17.3
420	-0.814696	234.367488	0.004003	17.9
421	-0.769867	234.097997	0.004633	18.5
422	-1.145774	233.829331	0.013754	18.8
423	-1.122258	233.561485	0.017995	17.0
424	-0.679326	233.294456	0.003057	17.4
425	-0.628263	233.028239	0.005467	17.7
426	-0.780377	232.762831	0.005843	18.0
427	-0.718334	232.498228	0.005349	21.5
428	-1.191735	232.234425	0.013958	20.1
429	-0.770023	231.971419	0.006809	20.7
430	-0.474895	231.709205	0.007241	21.2
431	-0.755977	231.447781	0.004361	19.7
432	-0.744622	231.187141	0.010074	23.3
433	-1.077952	230.927283	0.013602	17.1
434	-0.102460	230.668202	0.001160	20.0
435	-0.000013	230.409895	0.000009	20.9
436	-0.531733	230.152358	0.005781	17.9
437	-0.258776	229.895587	0.002418	19.3
438	-0.176281	229.639578	0.002837	24.5
439	-0.181781	229.384329	0.003491	17.7
440	-0.816767	229.129834	0.004352	18.1
441	-0.877467	228.876091	0.004751	20.6
442	-0.741364	228.623096	0.005895	18.2
443	-0.882677	228.370846	0.008059	17.5
444	-0.539129	228.119336	0.004027	28.6
445	-0.640934	227.868563	0.005058	19.5
446	-0.047879	227.618525	0.002247	16.2
447	-1.058075	227.369216	0.008113	18.2
448	-0.823146	227.120635	0.005296	18.4
449	-0.909891	226.872777	0.004586	17.0
450	-0.632391	226.625638	0.004920	25.5
451	-0.216929	226.379217	0.002856	16.3
452	-0.037418	226.133509	0.001002	17.8
453	-0.200295	225.888510	0.003563	19.1
454	-0.117331	225.644218	0.003146	18.4
455	-1.036330	225.400630	0.010319	17.6
456	-0.242625	225.157741	0.004071	25.9
457	-0.629603	224.915549	0.003258	17.5
458	-0.705099	224.674051	0.014447	17.7
459	-0.830622	224.433242	0.016027	19.6
460	-0.951117	224.193121	0.005126	18.3
461	-0.623575	223.953684	0.005659	17.6
462	-0.885291	223.714927	0.012793	20.2
463	-0.637229	223.476848	0.016712	22.1
464	-0.801027	223.239444	0.008763	17.5
465	-0.650171	223.002710	0.006099	17.2
466	-0.079904	222.766645	0.002706	18.8
467	-0.728381	222.531245	0.005300	18.2
468	-0.585772	222.296508	0.004734	18.1
469	-0.389075	222.062429	0.003602	23.3
470	-0.263299	221.829007	0.004302	17.7
471	-0.102257	221.596238	0.003192	21.6
472	-0.779689	221.364119	0.006504	17.4
473	-0.392616	221.132647	0.005927	17.9
474	-0.702613	220.901820	0.014310	18.8
475	-0.785675	220.671634	0.010273	20.5
476	-0.669882	220.442086	0.005544	20.6
