1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.558041	627.201626	0.012082	2239.9
1	-0.361929	623.504937	0.018166	7.6
2	-0.269175	619.865785	0.003682	7.4
3	-0.320408	616.282728	0.007479	7.5
4	-0.723761	612.754375	0.010085	10.1
5	-0.604432	609.279381	0.006424	7.5
6	-0.028574	605.856447	0.001923	12.0
7	-0.189714	602.484317	0.001696	7.5
8	-0.176830	599.161779	0.005984	8.3
9	-0.954017	595.887656	0.003753	9.6
10	-0.266421	592.660813	0.005325	7.5
11	-0.107784	589.480151	0.002200	10.1
12	-0.767805	586.344606	0.020667	10.1
13	-0.403652	583.253145	0.021232	11.3
14	-0.491570	580.204771	0.004850	8.8
15	-0.189137	577.198517	0.005700	8.3
16	-0.887739	574.233444	0.010793	9.1
17	-0.089631	571.308645	0.002739	11.3
18	-0.353451	568.423237	0.004998	8.7
19	-0.952518	565.576365	0.011038	8.3
20	-0.512689	562.767201	0.007325	7.6
21	-0.378466	559.994938	0.011441	10.1
22	-0.080335	557.258797	0.001599	9.4
23	-1.212952	554.558018	0.010376	7.6
24	-1.087958	551.891865	0.042167	7.8
25	-1.478883	549.259621	0.014363	7.4
26	-0.336754	546.660592	0.002915	10.2
27	-0.469126	544.094102	0.008273	7.5
28	-1.720761	541.559494	0.007223	9.6
29	-1.916846	539.056129	0.018387	7.7
30	-0.010042	536.583387	0.001027	8.1
31	-0.518469	534.140663	0.021812	11.0
32	-0.161947	531.727370	0.002232	7.6
33	-1.672097	529.342935	0.026181	7.7
34	-0.178150	526.986802	0.003267	7.8
35	-0.182665	524.658430	0.005948	7.6
36	-0.830255	522.357290	0.009544	9.6
37	-0.236623	520.082868	0.003447	9.3
38	-0.243483	517.834665	0.005136	7.6
39	-0.091723	515.612193	0.001253	8.3
40	-0.892609	513.414976	0.009967	7.4
41	-1.545342	511.242551	0.013917	9.5
42	-0.254358	509.094468	0.010116	8.4
43	-1.051867	506.970285	0.015911	11.8
44	-0.072657	504.869574	0.003892	8.5
45	-1.609391	502.791916	0.024440	13.3
46	-1.292484	500.736903	0.014464	28.4
47	-0.370394	498.704137	0.008647	31.7
48	-1.013666	496.693228	0.019450	16.0
49	-0.295952	494.703798	0.006603	9.8
50	-0.173862	492.735476	0.002696	8.6
51	-0.772791	490.787900	0.003011	7.6
52	-0.687294	488.860718	0.008928	7.7
53	-0.000065	486.953585	0.000008	10.9
54	-0.518479	485.066164	0.007930	8.3
55	-0.537765	483.198126	0.006680	7.6
56	-0.256420	481.349149	0.007576	9.0
57	-0.013774	479.518920	0.002227	31.3
58	-1.066369	477.707132	0.010325	16.1
59	-0.420360	475.913485	0.007215	12.3
60	-1.053735	474.137684	0.003022	12.3
61	-0.456413	472.379445	0.006625	12.1
62	-0.410775	470.638485	0.010906	12.9
63	-0.182037	468.914531	0.004279	13.5
64	-0.265717	467.207315	0.002902	13.6
65	-0.556823	465.516573	0.005214	9.5
66	-0.365417	463.842050	0.017508	10.0
67	-0.194855	462.183494	0.004518	10.2
68	-0.591543	460.540658	0.005263	8.8
69	-0.089736	458.913303	0.004641	9.9
