1:ItNr	2:Metric	3:StepSize	4:||Gradient||	Time[ms]
0	-0.574443	627.201626	0.005621	2131.9
1	-0.075393	623.504937	0.006807	7.6
2	-0.653563	619.865785	0.010893	11.3
3	-0.305853	616.282728	0.007106	8.1
4	-1.149775	612.754375	0.015320	10.5
5	-1.028675	609.279381	0.019960	9.3
6	-0.141467	605.856447	0.002569	7.9
7	-1.256326	602.484317	0.027558	9.3
8	-0.047947	599.161779	0.002327	8.8
9	-0.024330	595.887656	0.002306	10.1
10	-1.093020	592.660813	0.013017	9.7
11	-0.717204	589.480151	0.007353	14.2
12	-0.055568	586.344606	0.002546	12.5
13	-1.281691	583.253145	0.013844	8.3
14	-0.757861	580.204771	0.013263	10.4
15	-0.026944	577.198517	0.002272	12.6
16	-0.494526	574.233444	0.007051	7.6
17	-0.847123	571.308645	0.008002	11.9
18	-0.013506	568.423237	0.001600	12.6
19	-0.350295	565.576365	0.006934	7.8
20	-0.745985	562.767201	0.014411	15.8
21	-0.416025	559.994938	0.003078	15.1
22	-0.060963	557.258797	0.001599	13.7
23	-0.787354	554.558018	0.007047	13.1
24	-0.779155	551.891865	0.011894	12.6
25	-0.807153	549.259621	0.005794	13.7
26	-0.727067	546.660592	0.013500	14.2
27	-0.743571	544.094102	0.012699	14.6
28	-0.882759	541.559494	0.015975	13.4
29	-0.422880	539.056129	0.007754	16.3
30	-1.286231	536.583387	0.020743	14.8
31	-0.465943	534.140663	0.008903	13.6
32	-0.010079	531.727370	0.000387	13.5
33	-0.454169	529.342935	0.017480	10.8
34	-0.540051	526.986802	0.010613	12.5
35	-0.823938	524.658430	0.008324	10.5
36	-0.941679	522.357290	0.025763	9.7
37	-0.684542	520.082868	0.009547	12.2
38	-0.766984	517.834665	0.005968	8.8
39	-0.714977	515.612193	0.007722	10.4
40	-0.619413	513.414976	0.006244	14.4
41	-0.383848	511.242551	0.013073	14.5
42	-0.455210	509.094468	0.006000	12.7
43	-0.824428	506.970285	0.005583	13.2
44	-1.139360	504.869574	0.014372	13.6
45	-0.007629	502.791916	0.001184	13.9
46	-0.068547	500.736903	0.000905	12.2
47	-0.021115	498.704137	0.001274	12.3
48	-0.805412	496.693228	0.012525	12.6
49	-0.169000	494.703798	0.006231	16.2
50	-0.920750	492.735476	0.015187	15.4
51	-0.238622	490.787900	0.010719	14.9
52	-0.097390	488.860718	0.003080	14.1
53	-0.860313	486.953585	0.015403	12.9
54	-0.725153	485.066164	0.015844	11.4
55	-0.665671	483.198126	0.004003	9.8
56	-0.563047	481.349149	0.005471	12.5
57	-0.053123	479.518920	0.002940	9.4
58	-0.118009	477.707132	0.003024	10.0
59	-0.728067	475.913485	0.009558	12.8
60	-0.864573	474.137684	0.009998	15.0
61	-0.593819	472.379445	0.006091	7.7
62	-0.760963	470.638485	0.012178	12.2
63	-0.517971	468.914531	0.012202	12.2
64	-0.662252	467.207315	0.006196	13.1
65	-0.016307	465.516573	0.000328	12.8
66	-0.046765	463.842050	0.001633	13.5
67	-0.414797	462.183494	0.007001	12.9
68	-0.745789	460.540658	0.007498	14.0
69	-0.654364	458.913303	0.005771	18.6
70	-0.794869	457.301192	0.009866	14.3
71	-0.621490	455.704096	0.013177	13.0
72	-0.926180	454.121787	0.024770	13.4
73	-0.668142	452.554045	0.013450	14.4
74	-0.208591	451.000653	0.003851	13.0
75	-0.687999	449.461399	0.016965	12.8
76	-0.499813	447.936075	0.007026	12.1
77	-0.140289	446.424477	0.009902	12.8
78	-0.355177	444.926406	0.008569	13.6
79	-0.731516	443.441666	0.011402	12.7
80	-0.686203	441.970065	0.006561	9.9
81	-0.671459	440.511415	0.010923	11.0
82	-0.825271	439.065533	0.006241	9.3
83	-0.443760	437.632238	0.009578	10.5
84	-0.687494	436.211351	0.007588	9.1
85	-0.524063	434.802701	0.009885	9.2
86	-0.330149	433.406117	0.006774	10.6
87	-0.943993	432.021430	0.016001	13.6
88	-0.811382	430.648479	0.010909	15.5
89	-0.207892	429.287101	0.003948	9.2
90	-1.314036	427.937140	0.021275	12.4
91	-1.039724	426.598440	0.020284	13.5
92	-0.505843	425.270849	0.007599	12.5
93	-0.798362	423.954220	0.017827	15.0
94	-0.114229	422.648404	0.004528	13.3
95	-0.769931	421.353259	0.012772	13.2
96	-1.211479	420.068643	0.011413	13.6
97	-0.952315	418.794419	0.023614	14.1
98	-0.497763	417.530451	0.004996	13.6
99	-0.364274	416.276604	0.004900	9.9
100	-0.634138	415.032748	0.013118	12.0
101	-0.740388	413.798754	0.016316	10.0
102	-0.739106	412.574495	0.009638	10.2
103	-1.001119	411.359849	0.018125	11.1
104	-0.008453	410.154691	0.000431	9.6
105	-0.094961	408.958904	0.003023	11.1
106	-0.648142	407.772368	0.006425	10.6
107	-0.043291	406.594968	0.001412	13.7
108	-0.499490	405.426590	0.007388	14.4
109	-0.539036	404.267122	0.010335	13.3
